y0_pred_v,y1_pred_v,y2_pred_v,y3_pred_v,y4_pred_v,y5_pred_v,y6_pred_v,y7_pred_v
1.5664134,1.5295403,1.5284598,1.5523989,1.5384367,1.5407801,1.5545211,1.5741484
1.5736831,1.5404085,1.5408716,1.5617869,1.5682379,1.5717349,1.5791981,1.5989344
1.5679162,1.530921,1.5295365,1.5532264,1.538241,1.5416112,1.5523306,1.5696579
1.5995462,1.5683299,1.5606632,1.5828161,1.4906752,1.4955606,1.5050794,1.5282633
1.5755991,1.5406438,1.5384905,1.5614607,1.5347191,1.5389729,1.5483416,1.5672338
1.5738977,1.5369565,1.5346572,1.5593363,1.4827591,1.4871869,1.5045153,1.5241399
1.6394037,1.6067345,1.6082957,1.6276827,1.4554721,1.4624583,1.469679,1.4918853
1.5910655,1.5599903,1.5582645,1.5795436,1.5501164,1.553709,1.5600039,1.5806743
1.5746083,1.5370386,1.5382254,1.5619253,1.4583647,1.4633543,1.4838744,1.4994134
1.5690333,1.530942,1.5272892,1.5533553,1.5307077,1.5314803,1.548632,1.567035
1.6044343,1.5724471,1.568702,1.5904484,1.4717975,1.4775255,1.4888483,1.509873
1.5701091,1.531881,1.5277393,1.5541359,1.4953638,1.4976577,1.5172225,1.5360869
1.5575085,1.5151428,1.5130801,1.5397896,1.5568646,1.5570195,1.5721158,1.5907665
1.568447,1.5306591,1.5267394,1.5530599,1.5263294,1.5278894,1.5451429,1.5648456
1.595478,1.5641423,1.5584478,1.5804276,1.544149,1.5486388,1.5543661,1.5744114
1.5843152,1.5479248,1.5454054,1.5696113,1.4743329,1.4793023,1.4975258,1.5155331
