y0_pred_v,y1_pred_v,y2_pred_v,y3_pred_v,y4_pred_v,y5_pred_v,y6_pred_v,y7_pred_v,y8_pred_v,y9_pred_v,y10_pred_v,y11_pred_v,y12_pred_v,y13_pred_v,y14_pred_v,y15_pred_v
1.6359096,1.635967,1.6357887,1.6359246,2.7182307,2.7178874,2.7179723,2.7182882,1.7180883,1.7179036,1.717894,1.7181342,0.45220208,0.45208552,0.45208758,0.45218974
1.6365551,1.636606,1.6364384,1.6365752,2.7159,2.7155557,2.7156496,2.715975,1.7146764,1.7144784,1.7144806,1.7147267,0.45166367,0.45155984,0.4515627,0.45164555
1.6354208,1.6354785,1.6352985,1.6354353,2.7205968,2.7202673,2.7203374,2.7206674,1.7202013,1.7199967,1.7200004,1.7202513,0.45275182,0.45262966,0.4526245,0.4527344
1.6360693,1.636128,1.6359627,1.6360896,2.7178993,2.7175512,2.7176356,2.7179642,1.7167013,1.7165042,1.7164997,1.7167504,0.452124,0.45201564,0.4520204,0.45211148
1.6368904,1.6369672,1.6367319,1.6369061,2.7154946,2.7151208,2.7152014,2.7155192,1.711249,1.7111259,1.7111342,1.7113471,0.4515708,0.45144483,0.45148724,0.45158112
1.6364504,1.636509,1.6362879,1.6364558,2.7169132,2.7165508,2.7166276,2.716951,1.71288,1.7127513,1.7127491,1.7129648,0.45191213,0.45178825,0.4518336,0.45191783
1.636684,1.6367419,1.6365099,1.6366875,2.7162085,2.7158446,2.7159114,2.7162375,1.7116574,1.7115413,1.711552,1.7117584,0.45174915,0.45161897,0.4516697,0.45175555
1.6355982,1.6356544,1.635457,1.6356077,2.7203221,2.7199674,2.720035,2.7203786,1.7168264,1.7166561,1.7166551,1.7168982,0.4527067,0.45257956,0.4526128,0.45270184
1.6363256,1.6363926,1.6361685,1.6363368,2.7179008,2.717536,2.7176056,2.7179368,1.7134391,1.7133079,1.7133113,1.7135258,0.4521269,0.4519974,0.45204467,0.45213613
1.6348164,1.6348708,1.6346984,1.6348279,2.7236018,2.7232757,2.7233486,2.7236936,1.7214369,1.7212179,1.7212049,1.7214775,0.45344847,0.45333713,0.45334038,0.45343965
1.6348703,1.6349255,1.6347344,1.6348774,2.7235627,2.723219,2.7232828,2.723631,1.720038,1.7198446,1.7198391,1.7200983,0.4534555,0.4533279,0.45334977,0.45344996
1.6360132,1.6360791,1.635823,1.6360164,2.719305,2.7189393,2.7190037,2.7193344,1.7132275,1.713124,1.7131246,1.7133331,0.45247817,0.45233902,0.45240104,0.45249513
1.635302,1.6353593,1.6351347,1.6353047,2.7224984,2.7221541,2.7222214,2.7225611,1.7176572,1.7175038,1.7175013,1.7177346,0.45319468,0.45306057,0.45310175,0.45320052
1.6342859,1.6343288,1.63414,1.6342866,2.7266455,2.7263136,2.726376,2.7267358,1.7226061,1.7224101,1.7223951,1.722656,0.4541515,0.45402056,0.45404425,0.45414636
1.6346445,1.6347038,1.6345079,1.6346557,2.725275,2.7249298,2.7249837,2.7253592,1.7209494,1.720765,1.7207679,1.7210133,0.45382234,0.45368177,0.45372146,0.45382982
1.635804,1.6358681,1.635611,1.6357994,2.7205286,2.720151,2.7202053,2.7205565,1.7136439,1.7135524,1.7135628,1.7137601,0.45275217,0.4526023,0.4526791,0.4527805
1.6354439,1.6355014,1.6352549,1.6354353,2.7216454,2.7212744,2.721315,2.7216647,1.714923,1.7148311,1.7148298,1.7150397,0.4530267,0.45287907,0.45295572,0.4530509
1.6343966,1.6344631,1.6342547,1.634413,2.726719,2.7263808,2.7264414,2.7268064,1.7221453,1.7219551,1.7219468,1.7222011,0.4541463,0.4540118,0.45404214,0.45415533
1.6340873,1.6341527,1.6339419,1.6340916,2.728167,2.727826,2.7278843,2.7282481,1.7229697,1.7227895,1.7227765,1.7230299,0.45448387,0.45434284,0.45438176,0.4544959
1.6344237,1.6344876,1.6342678,1.6344237,2.7263088,2.725955,2.7260165,2.7263806,1.7206684,1.7205085,1.7204999,1.7207456,0.45407677,0.4539386,0.4539824,0.45409685
1.6350164,1.6350753,1.6348226,1.6350074,2.7239056,2.7235408,2.7235813,2.7239432,1.716721,1.71662,1.7166184,1.716831,0.45353973,0.45338318,0.45346388,0.45356846
1.6351981,1.6352663,1.6350021,1.635196,2.7238145,2.723446,2.7234983,2.723856,1.7163818,1.7162755,1.7162831,1.7164965,0.45349753,0.45334214,0.45341626,0.45352957
1.6341392,1.634197,1.6339884,1.6341581,2.7297912,2.729484,2.7294912,2.7298872,1.7239023,1.723791,1.7237555,1.723969,0.45478424,0.4546308,0.45472592,0.45481482
1.6338556,1.6338913,1.6337247,1.633884,2.7293873,2.729097,2.7291818,2.7295125,1.7245327,1.724335,1.7242982,1.724556,0.45476264,0.45462495,0.45468676,0.45476335
1.6347685,1.6348231,1.6345646,1.634753,2.7252097,2.7248435,2.7248878,2.7252584,1.7175808,1.7174835,1.7174927,1.7176945,0.4538312,0.4536846,0.45375633,0.45387894
1.6338613,1.633943,1.6336882,1.6338928,2.729783,2.7294455,2.7294836,2.7298858,1.7221245,1.7219666,1.7219719,1.7221987,0.4548762,0.45470238,0.4547671,0.45489687
1.6333761,1.6334248,1.6332221,1.6334195,2.7318468,2.7315607,2.7316208,2.7320135,1.7250675,1.7248988,1.7248876,1.7250977,0.45533347,0.4551674,0.45525244,0.45536143
1.634624,1.6346691,1.6343975,1.6345952,2.7282271,2.7279205,2.727921,2.728312,1.718865,1.7188284,1.7188983,1.718972,0.4544362,0.45426786,0.45436,0.45456052
1.6346732,1.634742,1.6344404,1.6346784,2.7285419,2.728239,2.7282438,2.7286534,1.718692,1.7186652,1.7187502,1.7187824,0.45447415,0.45431077,0.45440263,0.45464236
1.6336035,1.6336522,1.6334608,1.6335878,2.7316065,2.7313643,2.7313266,2.731732,1.7236502,1.7235112,1.723579,1.7237308,0.4552921,0.45507586,0.45514852,0.45528865
1.6342287,1.6342775,1.634052,1.6342092,2.7305741,2.7303205,2.7302675,2.7307413,1.7208921,1.7208158,1.7209347,1.7209775,0.45493752,0.45475668,0.45488316,0.45508552
1.6339206,1.6339533,1.6337936,1.6338661,2.7323413,2.7321668,2.7320938,2.7324808,1.7236651,1.7235394,1.7236694,1.7237599,0.4554127,0.45516393,0.45522866,0.45538414
1.6337135,1.6335135,1.6336031,1.6333244,2.7360559,2.736268,2.7361617,2.736378,1.727645,1.7275662,1.7278727,1.7277062,0.4561878,0.45598456,0.45623252,0.45623428
1.6338733,1.6338834,1.6337764,1.633776,2.7334237,2.7333288,2.7332163,2.733568,1.7248222,1.7246886,1.7248656,1.7249238,0.4556569,0.4553913,0.45544028,0.4555866
1.6336949,1.6337225,1.6334991,1.6336448,2.7339249,2.733801,2.7337031,2.734203,1.7248719,1.7246277,1.724911,1.7250001,0.45578343,0.45555413,0.4555521,0.45577455
1.6339947,1.6340004,1.6338556,1.6339138,2.7338037,2.733787,2.733632,2.7340815,1.7238373,1.723722,1.7239687,1.7239373,0.45569515,0.4554403,0.45550737,0.45571762
1.6337332,1.6335697,1.6337979,1.6336191,2.7359805,2.7360106,2.7361364,2.7362988,1.7280113,1.7275693,1.7278537,1.7279215,0.45631403,0.45622638,0.4561309,0.4559899
1.6337366,1.6336434,1.6336,1.6336136,2.7365646,2.736813,2.7366414,2.737066,1.7273105,1.7270378,1.7273428,1.7272766,0.45630914,0.45604616,0.45618707,0.4562307
1.634619,1.634587,1.6344352,1.6344514,2.7319398,2.731944,2.731769,2.7321093,1.7209895,1.720996,1.7212343,1.7210996,0.4552445,0.45498204,0.45503145,0.4552886
1.6338489,1.6337099,1.6336794,1.6336424,2.7371502,2.7374597,2.7372632,2.7375748,1.7276262,1.7273839,1.7276921,1.7275822,0.45644882,0.45615488,0.4562552,0.4562899
1.6344278,1.6343217,1.6342759,1.6341176,2.73531,2.7355676,2.7352567,2.7356555,1.7244837,1.7243567,1.7247709,1.7246373,0.45598504,0.4557026,0.4557751,0.45592982
1.6355405,1.6352232,1.6352551,1.6349773,2.741722,2.742703,2.7423263,2.7423425,1.7307988,1.7304571,1.7310035,1.7306368,0.45719695,0.45694306,0.45735663,0.45693251
1.6352972,1.6352118,1.6352003,1.634659,2.7338457,2.7344246,2.7338653,2.7339118,1.7224835,1.7223296,1.722993,1.7229097,0.4558642,0.45541376,0.45547283,0.45551044
1.63702,1.6369845,1.6368592,1.6363235,2.7343178,2.7350326,2.7344785,2.7344763,1.7206111,1.7204511,1.7209295,1.7206693,0.45570222,0.45500636,0.45494306,0.45530564
1.6355562,1.6354388,1.6354043,1.635061,2.7364612,2.7372394,2.736682,2.7370002,1.7237335,1.7235163,1.7240881,1.7238624,0.4562001,0.45575136,0.45576525,0.45599926
1.6345851,1.634326,1.6343553,1.6342311,2.7407966,2.7416606,2.7413602,2.7415228,1.7303941,1.7299167,1.7304641,1.7302427,0.45719218,0.45689023,0.4570216,0.45684752
1.6353797,1.6350982,1.6351476,1.6349165,2.7416673,2.7427168,2.742281,2.742434,1.7304022,1.7298281,1.7305267,1.7302327,0.45725536,0.4569405,0.4571402,0.45686466
1.6352758,1.6350112,1.6351352,1.634558,2.737574,2.7382946,2.737733,2.7379086,1.7255583,1.7253938,1.7260255,1.7257621,0.45641112,0.45603687,0.4561576,0.45619613
1.6355641,1.6352136,1.6353433,1.6349475,2.7417345,2.7428966,2.7423463,2.7425005,1.7299496,1.7293911,1.7301837,1.7298241,0.45724416,0.4569092,0.45713812,0.4568477
1.6358448,1.6354127,1.6355743,1.6351871,2.7435603,2.744824,2.744319,2.744295,1.7320532,1.7314034,1.7321293,1.7318053,0.45764276,0.4572823,0.45753303,0.45712355
1.6355335,1.635252,1.6353133,1.6348507,2.738842,2.7398052,2.7392402,2.7394452,1.7263695,1.7260453,1.7267756,1.7265279,0.45667762,0.45636028,0.45642716,0.45641094
1.6352283,1.6350508,1.6350598,1.634764,2.7403502,2.7412624,2.7407784,2.7409809,1.7283791,1.728052,1.7287599,1.7284863,0.45702258,0.4566532,0.45668387,0.45671326
1.6351848,1.634763,1.6349671,1.6344862,2.7419286,2.7430549,2.7425542,2.7426608,1.73045,1.7300086,1.7307407,1.7303689,0.45736086,0.45700592,0.4571401,0.4569589
1.6359451,1.6355517,1.6358016,1.6350005,2.7402601,2.741406,2.7407002,2.7406838,1.727465,1.7272286,1.7279993,1.7276373,0.4569559,0.45647496,0.45664787,0.45654684
1.6373757,1.6371405,1.6371989,1.6366343,2.744937,2.7464285,2.7457333,2.7456985,1.7307613,1.7302666,1.7312493,1.730942,0.45781988,0.45732033,0.4573164,0.4571697
1.637377,1.6370271,1.6371627,1.6364865,2.7442327,2.746078,2.7452464,2.745074,1.7297313,1.7290627,1.7301387,1.729696,0.45781514,0.45714745,0.45720702,0.45699257
1.6373461,1.636671,1.6369998,1.6359603,2.74713,2.74923,2.7484012,2.747939,1.7331206,1.7325561,1.7337769,1.7330165,0.45829615,0.4578212,0.45824623,0.45767623
1.638495,1.6382948,1.6384404,1.637316,2.7411308,2.7431507,2.7420382,2.741697,1.7247944,1.7241867,1.7252417,1.7249165,0.45740175,0.45628735,0.45594454,0.45622915
1.6412096,1.6411552,1.6411338,1.6397734,2.743228,2.7453313,2.7442107,2.743542,1.7250282,1.7246217,1.7257205,1.7253842,0.45754638,0.45597842,0.4558065,0.4562487
1.6438081,1.6441796,1.644083,1.6425755,2.7462873,2.7485647,2.7477813,2.7473269,1.726996,1.726056,1.7280362,1.7279642,0.45792055,0.45680648,0.45597863,0.45670685
1.6383696,1.6373743,1.6381223,1.6368113,2.7485185,2.7507577,2.7499514,2.7493103,1.73356,1.7327545,1.7343452,1.7337737,0.45881355,0.45817187,0.45830807,0.45767075
1.6396139,1.6388596,1.6394596,1.6378708,2.750908,2.7537937,2.7527199,2.7519343,1.7351192,1.7341373,1.735829,1.735213,0.459246,0.4582942,0.4585328,0.45803684
1.6400402,1.6390721,1.6398444,1.6384444,2.7509327,2.753477,2.7527165,2.751869,1.734553,1.7335078,1.7354163,1.7348309,0.4592958,0.4585315,0.4585369,0.4577847
1.6416528,1.6406177,1.6414738,1.639333,2.7556372,2.7593212,2.7583523,2.756985,1.7388378,1.7377121,1.7395488,1.7393126,0.4603168,0.4592901,0.4597461,0.45859146
1.6417794,1.6411004,1.641639,1.639802,2.7522578,2.7560034,2.754552,2.7532356,1.7328489,1.7316877,1.7334851,1.7327363,0.4597457,0.45805112,0.45798236,0.4577432
1.642433,1.6416548,1.6422644,1.6404078,2.755021,2.7589693,2.7575827,2.7561724,1.7359163,1.7343607,1.7366012,1.7360015,0.46045756,0.4587336,0.45879525,0.45810407
